Source,district,month,year,visitors
foreign,Jogulamba Gadwal,September,2019,25
foreign,Jogulamba Gadwal,October,2019,13
foreign,Jogulamba Gadwal,November,2019,45
foreign,Jogulamba Gadwal,December,2019,11
domestic,Kamareddy,January,2016,37
domestic,Kamareddy,February,2016,37
domestic,Kamareddy,March,2016,37
domestic,Kamareddy,April,2016,37
domestic,Kamareddy,May,2016,37
domestic,Kamareddy,June,2016,37
domestic,Kamareddy,July,2016,37
domestic,Kamareddy,August,2016,37
domestic,Kamareddy,September,2016,37
domestic,Kamareddy,October,2016,47
domestic,Kamareddy,November,2016,38
domestic,Kamareddy,December,2016,42
domestic,Kamareddy,January,2017,58
domestic,Kamareddy,February,2017,50
domestic,Kamareddy,March,2017,41
domestic,Kamareddy,April,2017,46
domestic,Kamareddy,May,2017,60
domestic,Kamareddy,June,2017,41
domestic,Kamareddy,July,2017,41
domestic,Kamareddy,August,2017,40
domestic,Kamareddy,September,2017,41
domestic,Kamareddy,October,2017,38
domestic,Kamareddy,November,2017,43
domestic,Kamareddy,December,2017,41
domestic,Kamareddy,January,2018,44
domestic,Kamareddy,February,2018,44
domestic,Kamareddy,March,2018,45
domestic,Kamareddy,April,2018,45
domestic,Kamareddy,May,2018,49
domestic,Kamareddy,June,2018,56
domestic,Kamareddy,July,2018,48
domestic,Kamareddy,August,2018,55
domestic,Kamareddy,September,2018,40
domestic,Kamareddy,October,2018,62
domestic,Kamareddy,November,2018,41
domestic,Kamareddy,December,2018,43
domestic,Kamareddy,January,2019,42
domestic,Kamareddy,February,2019,41
domestic,Kamareddy,March,2019,45
domestic,Kamareddy,April,2019,41
domestic,Kamareddy,May,2019,46
domestic,Kamareddy,June,2019,41
domestic,Kamareddy,July,2019,50
domestic,Kamareddy,August,2019,50
domestic,Kamareddy,September,2019,41
domestic,Kamareddy,October,2019,46
domestic,Kamareddy,November,2019,46
domestic,Kamareddy,December,2019,45
foreign,Kamareddy,January,2019,0
foreign,Kamareddy,February,2019,0
foreign,Kamareddy,March,2019,0
foreign,Kamareddy,April,2019,0
foreign,Kamareddy,May,2019,0
foreign,Kamareddy,June,2019,0
foreign,Kamareddy,July,2019,0
foreign,Kamareddy,August,2019,0
foreign,Kamareddy,September,2019,0
foreign,Kamareddy,October,2019,0
foreign,Kamareddy,November,2019,0
foreign,Kamareddy,December,2019,0
foreign,Kamareddy,January,2018,0
foreign,Kamareddy,February,2018,0
foreign,Kamareddy,March,2018,0
foreign,Kamareddy,April,2018,0
foreign,Kamareddy,May,2018,0
foreign,Kamareddy,June,2018,0
foreign,Kamareddy,July,2018,0
foreign,Kamareddy,October,2018,0
foreign,Kamareddy,November,2018,0
foreign,Kamareddy,December,2018,0
foreign,Kamareddy,August,2018,0
foreign,Kamareddy,September,2018,0
foreign,Kamareddy,October,2016,0
foreign,Kamareddy,November,2016,0
foreign,Kamareddy,December,2016,0
foreign,Kamareddy,January,2016,0
foreign,Kamareddy,February,2016,0
foreign,Kamareddy,March,2016,0
foreign,Kamareddy,April,2016,0
foreign,Kamareddy,May,2016,0
foreign,Kamareddy,June,2016,0
foreign,Kamareddy,July,2016,0
foreign,Kamareddy,August,2016,0
foreign,Kamareddy,September,2016,0
foreign,Kamareddy,January,2017,0
foreign,Kamareddy,February,2017,0
foreign,Kamareddy,March,2017,0
foreign,Kamareddy,April,2017,0
foreign,Kamareddy,May,2017,0
foreign,Kamareddy,June,2017,0
foreign,Kamareddy,July,2017,0
foreign,Kamareddy,August,2017,0
foreign,Kamareddy,September,2017,0
foreign,Kamareddy,October,2017,0
foreign,Kamareddy,November,2017,0
foreign,Kamareddy,December,2017,0
domestic,Karimnagar,January,2016,1984442
domestic,Karimnagar,February,2016,779960
domestic,Karimnagar,March,2016,1018399
domestic,Karimnagar,April,2016,956959
domestic,Karimnagar,May,2016,1095642
domestic,Karimnagar,June,2016,914746
domestic,Karimnagar,July,2016,401047
domestic,Karimnagar,August,2016,1018399
domestic,Karimnagar,September,2016,956959
domestic,Karimnagar,October,2016,13675
domestic,Karimnagar,November,2016,13350
domestic,Karimnagar,December,2016,13890
domestic,Karimnagar,January,2017,14425
domestic,Karimnagar,February,2017,10845
domestic,Karimnagar,March,2017,9625
domestic,Karimnagar,April,2017,8630
domestic,Karimnagar,May,2017,8890
domestic,Karimnagar,June,2017,10542
domestic,Karimnagar,July,2017,12350
domestic,Karimnagar,August,2017,10952
domestic,Karimnagar,September,2017,7576
domestic,Karimnagar,October,2017,8371
domestic,Karimnagar,November,2017,8705
domestic,Karimnagar,December,2017,13065
domestic,Karimnagar,January,2018,13505
domestic,Karimnagar,February,2018,9330
domestic,Karimnagar,March,2018,7205
domestic,Karimnagar,April,2018,5830
domestic,Karimnagar,May,2018,5689
domestic,Karimnagar,June,2018,7180
domestic,Karimnagar,July,2018,6686
domestic,Karimnagar,August,2018,8480
domestic,Karimnagar,September,2018,8480
domestic,Karimnagar,October,2018,6118
domestic,Karimnagar,November,2018,7145
domestic,Karimnagar,December,2018,7800
domestic,Karimnagar,January,2019,10285
domestic,Karimnagar,February,2019,6480
domestic,Karimnagar,March,2019,6634
domestic,Karimnagar,April,2019,5623
domestic,Karimnagar,May,2019,3393
domestic,Karimnagar,June,2019,3871
domestic,Karimnagar,July,2019,5192
domestic,Karimnagar,August,2019,5480
domestic,Karimnagar,September,2019,8735
domestic,Karimnagar,October,2019,6799
domestic,Karimnagar,November,2019,7101
domestic,Karimnagar,December,2019,7898
foreign,Karimnagar,January,2019,0
foreign,Karimnagar,February,2019,0
foreign,Karimnagar,March,2019,0
foreign,Karimnagar,April,2019,0
foreign,Karimnagar,May,2019,0
foreign,Karimnagar,June,2019,0
foreign,Karimnagar,July,2019,0
foreign,Karimnagar,August,2019,0
foreign,Karimnagar,September,2019,0
foreign,Karimnagar,October,2019,0
foreign,Karimnagar,November,2019,0
foreign,Karimnagar,December,2019,0
foreign,Karimnagar,January,2018,0
foreign,Karimnagar,February,2018,0
foreign,Karimnagar,March,2018,0
foreign,Karimnagar,April,2018,0
foreign,Karimnagar,May,2018,0
foreign,Karimnagar,June,2018,0
foreign,Karimnagar,July,2018,0
foreign,Karimnagar,August,2018,0
foreign,Karimnagar,September,2018,0
foreign,Karimnagar,October,2018,0
foreign,Karimnagar,November,2018,0
foreign,Karimnagar,December,2018,0
foreign,Karimnagar,January,2016,0
foreign,Karimnagar,February,2016,0
foreign,Karimnagar,March,2016,0
foreign,Karimnagar,April,2016,0
foreign,Karimnagar,May,2016,0
foreign,Karimnagar,June,2016,0
foreign,Karimnagar,July,2016,0
foreign,Karimnagar,August,2016,0
foreign,Karimnagar,September,2016,0
foreign,Karimnagar,October,2016,0
foreign,Karimnagar,November,2016,0
foreign,Karimnagar,December,2016,0
foreign,Karimnagar,January,2017,0
foreign,Karimnagar,February,2017,0
foreign,Karimnagar,March,2017,0
foreign,Karimnagar,April,2017,0
foreign,Karimnagar,May,2017,0
foreign,Karimnagar,June,2017,0
foreign,Karimnagar,July,2017,0
foreign,Karimnagar,August,2017,0
foreign,Karimnagar,September,2017,0
foreign,Karimnagar,October,2017,0
foreign,Karimnagar,November,2017,0
foreign,Karimnagar,December,2017,0
domestic,Khammam,January,2016,651827
domestic,Khammam,February,2016,407533
domestic,Khammam,March,2016,458527
domestic,Khammam,April,2016,971622
domestic,Khammam,May,2016,433994
domestic,Khammam,June,2016,445862
domestic,Khammam,July,2016,414963
domestic,Khammam,August,2016,503654
domestic,Khammam,September,2016,368437
domestic,Khammam,October,2016,121575
domestic,Khammam,November,2016,110634
domestic,Khammam,December,2016,116403
domestic,Khammam,January,2017,132528
domestic,Khammam,February,2017,115470
domestic,Khammam,March,2017,101878
domestic,Khammam,April,2017,135920
domestic,Khammam,May,2017,138799
domestic,Khammam,June,2017,138158
domestic,Khammam,July,2017,105102
domestic,Khammam,August,2017,129159
domestic,Khammam,September,2017,140821
domestic,Khammam,October,2017,155943
domestic,Khammam,November,2017,110800
domestic,Khammam,December,2017,137825
domestic,Khammam,January,2018,110094
domestic,Khammam,February,2018,104444
domestic,Khammam,March,2018,127152
domestic,Khammam,April,2018,126553
domestic,Khammam,May,2018,135189
domestic,Khammam,June,2018,135988
domestic,Khammam,July,2018,85932
domestic,Khammam,August,2018,86309
domestic,Khammam,September,2018,143465
domestic,Khammam,October,2018,127645
domestic,Khammam,November,2018,99070
domestic,Khammam,December,2018,135600
domestic,Khammam,January,2019,123550
domestic,Khammam,February,2019,98471
domestic,Khammam,March,2019,91340
domestic,Khammam,April,2019,135920
domestic,Khammam,May,2019,130971
domestic,Khammam,June,2019,127270
domestic,Khammam,July,2019,103260
domestic,Khammam,August,2019,111374
domestic,Khammam,September,2019,133754
domestic,Khammam,October,2019,128625
domestic,Khammam,November,2019,104380
domestic,Khammam,December,2019,124525
foreign,Khammam,January,2019,0
foreign,Khammam,February,2019,0
foreign,Khammam,March,2019,0
foreign,Khammam,April,2019,0
foreign,Khammam,May,2019,0
foreign,Khammam,June,2019,0
foreign,Khammam,July,2019,0
foreign,Khammam,August,2019,0
foreign,Khammam,September,2019,0
foreign,Khammam,October,2019,0
foreign,Khammam,November,2019,0
foreign,Khammam,December,2019,0
foreign,Khammam,January,2018,0
foreign,Khammam,February,2018,0
foreign,Khammam,March,2018,0
foreign,Khammam,April,2018,0
foreign,Khammam,May,2018,0
foreign,Khammam,June,2018,0
foreign,Khammam,July,2018,0
foreign,Khammam,August,2018,0
foreign,Khammam,September,2018,0
foreign,Khammam,October,2018,0
foreign,Khammam,November,2018,0
foreign,Khammam,December,2018,0
foreign,Khammam,January,2016,0
foreign,Khammam,February,2016,0
foreign,Khammam,March,2016,0
foreign,Khammam,April,2016,0
foreign,Khammam,May,2016,0
foreign,Khammam,June,2016,0
foreign,Khammam,July,2016,0
foreign,Khammam,August,2016,0
foreign,Khammam,September,2016,0
foreign,Khammam,October,2016,0
foreign,Khammam,November,2016,0
foreign,Khammam,December,2016,0
foreign,Khammam,January,2017,0
foreign,Khammam,February,2017,0
foreign,Khammam,March,2017,0
foreign,Khammam,April,2017,0
foreign,Khammam,May,2017,0
foreign,Khammam,June,2017,0
foreign,Khammam,July,2017,0
foreign,Khammam,August,2017,0
foreign,Khammam,September,2017,0
foreign,Khammam,October,2017,0
foreign,Khammam,November,2017,0
foreign,Khammam,December,2017,0
domestic,Komaram Bheem Asifabad,October,2016,0
domestic,Komaram Bheem Asifabad,November,2016,0
domestic,Komaram Bheem Asifabad,December,2016,0
domestic,Komaram Bheem Asifabad,January,2016,1932
domestic,Komaram Bheem Asifabad,February,2016,1932
domestic,Komaram Bheem Asifabad,March,2016,1932
domestic,Komaram Bheem Asifabad,April,2016,1932
domestic,Komaram Bheem Asifabad,May,2016,1932
domestic,Komaram Bheem Asifabad,June,2016,1932
domestic,Komaram Bheem Asifabad,July,2016,1932
domestic,Komaram Bheem Asifabad,August,2016,1932
domestic,Komaram Bheem Asifabad,September,2016,1932
domestic,Komaram Bheem Asifabad,January,2017,2241
domestic,Komaram Bheem Asifabad,February,2017,2490
domestic,Komaram Bheem Asifabad,March,2017,2767
domestic,Komaram Bheem Asifabad,April,2017,3074
domestic,Komaram Bheem Asifabad,May,2017,3416
domestic,Komaram Bheem Asifabad,June,2017,3796
domestic,Komaram Bheem Asifabad,July,2017,3713
domestic,Komaram Bheem Asifabad,August,2017,3665
domestic,Komaram Bheem Asifabad,September,2017,3934
domestic,Komaram Bheem Asifabad,October,2017,14050
domestic,Komaram Bheem Asifabad,November,2017,3627
domestic,Komaram Bheem Asifabad,December,2017,4218
domestic,Komaram Bheem Asifabad,January,2018,2863
domestic,Komaram Bheem Asifabad,February,2018,2736
domestic,Komaram Bheem Asifabad,March,2018,1826
domestic,Komaram Bheem Asifabad,April,2018,868
domestic,Komaram Bheem Asifabad,May,2018,793
domestic,Komaram Bheem Asifabad,June,2018,990
domestic,Komaram Bheem Asifabad,July,2018,1954
domestic,Komaram Bheem Asifabad,August,2018,2263
domestic,Komaram Bheem Asifabad,September,2018,1819
domestic,Komaram Bheem Asifabad,October,2018,2525
domestic,Komaram Bheem Asifabad,November,2018,1741
domestic,Komaram Bheem Asifabad,December,2018,2176
domestic,Komaram Bheem Asifabad,January,2019,2476
domestic,Komaram Bheem Asifabad,February,2019,1449
domestic,Komaram Bheem Asifabad,March,2019,1212
domestic,Komaram Bheem Asifabad,April,2019,663
domestic,Komaram Bheem Asifabad,May,2019,493
domestic,Komaram Bheem Asifabad,June,2019,506
domestic,Komaram Bheem Asifabad,July,2019,1287
domestic,Komaram Bheem Asifabad,August,2019,2572
domestic,Komaram Bheem Asifabad,September,2019,1629
domestic,Komaram Bheem Asifabad,October,2019,1943
domestic,Komaram Bheem Asifabad,November,2019,2176
domestic,Komaram Bheem Asifabad,December,2019,2783
foreign,Komaram Bheem Asifabad,January,2019,0
foreign,Komaram Bheem Asifabad,February,2019,0
foreign,Komaram Bheem Asifabad,March,2019,0
foreign,Komaram Bheem Asifabad,April,2019,0
foreign,Komaram Bheem Asifabad,May,2019,0
foreign,Komaram Bheem Asifabad,June,2019,0
foreign,Komaram Bheem Asifabad,July,2019,0
foreign,Komaram Bheem Asifabad,August,2019,0
foreign,Komaram Bheem Asifabad,September,2019,0
foreign,Komaram Bheem Asifabad,October,2019,0
foreign,Komaram Bheem Asifabad,November,2019,0
foreign,Komaram Bheem Asifabad,December,2019,0
foreign,Komaram Bheem Asifabad,January,2018,0
foreign,Komaram Bheem Asifabad,February,2018,0
foreign,Komaram Bheem Asifabad,March,2018,0
foreign,Komaram Bheem Asifabad,April,2018,0
foreign,Komaram Bheem Asifabad,May,2018,0
foreign,Komaram Bheem Asifabad,June,2018,0
foreign,Komaram Bheem Asifabad,July,2018,0
foreign,Komaram Bheem Asifabad,August,2018,0
foreign,Komaram Bheem Asifabad,September,2018,0
foreign,Komaram Bheem Asifabad,October,2018,0
foreign,Komaram Bheem Asifabad,November,2018,0
foreign,Komaram Bheem Asifabad,December,2018,0
foreign,Komaram Bheem Asifabad,October,2016,0
foreign,Komaram Bheem Asifabad,November,2016,0
foreign,Komaram Bheem Asifabad,December,2016,0
foreign,Komaram Bheem Asifabad,January,2016,0
foreign,Komaram Bheem Asifabad,February,2016,0
foreign,Komaram Bheem Asifabad,March,2016,0
foreign,Komaram Bheem Asifabad,April,2016,0
foreign,Komaram Bheem Asifabad,May,2016,0
foreign,Komaram Bheem Asifabad,June,2016,0
foreign,Komaram Bheem Asifabad,July,2016,0
foreign,Komaram Bheem Asifabad,August,2016,0
foreign,Komaram Bheem Asifabad,September,2016,0
foreign,Komaram Bheem Asifabad,January,2017,0
foreign,Komaram Bheem Asifabad,February,2017,0
foreign,Komaram Bheem Asifabad,March,2017,0
foreign,Komaram Bheem Asifabad,April,2017,0
foreign,Komaram Bheem Asifabad,May,2017,0
foreign,Komaram Bheem Asifabad,July,2017,0
foreign,Komaram Bheem Asifabad,August,2017,0
foreign,Komaram Bheem Asifabad,September,2017,0
foreign,Komaram Bheem Asifabad,October,2017,0
foreign,Komaram Bheem Asifabad,November,2017,0
foreign,Komaram Bheem Asifabad,December,2017,0
foreign,Komaram Bheem Asifabad,June,2017,0
domestic,Mahabubabad,January,2016,12515
domestic,Mahabubabad,February,2016,12515
domestic,Mahabubabad,March,2016,12515
domestic,Mahabubabad,April,2016,12515
domestic,Mahabubabad,May,2016,12515
domestic,Mahabubabad,June,2016,12515
domestic,Mahabubabad,July,2016,12515
domestic,Mahabubabad,August,2016,12515
domestic,Mahabubabad,September,2016,12515
domestic,Mahabubabad,October,2016,13032
domestic,Mahabubabad,November,2016,114015
domestic,Mahabubabad,December,2016,12955
domestic,Mahabubabad,January,2017,13260
domestic,Mahabubabad,February,2017,13045
domestic,Mahabubabad,March,2017,9100
domestic,Mahabubabad,April,2017,9140
domestic,Mahabubabad,May,2017,10220
domestic,Mahabubabad,June,2017,10130
domestic,Mahabubabad,July,2017,10170
domestic,Mahabubabad,August,2017,12520
domestic,Mahabubabad,September,2017,13140
domestic,Mahabubabad,October,2017,13750
domestic,Mahabubabad,November,2017,13560
domestic,Mahabubabad,December,2017,13780
domestic,Mahabubabad,January,2018,14000
domestic,Mahabubabad,February,2018,14230
domestic,Mahabubabad,March,2018,13110
domestic,Mahabubabad,April,2018,12915
domestic,Mahabubabad,May,2018,12865
domestic,Mahabubabad,June,2018,13910
domestic,Mahabubabad,July,2018,13970
domestic,Mahabubabad,August,2018,13200
domestic,Mahabubabad,September,2018,13420
domestic,Mahabubabad,October,2018,13550
domestic,Mahabubabad,November,2018,13700
domestic,Mahabubabad,December,2018,17125
domestic,Mahabubabad,January,2019,13480
domestic,Mahabubabad,February,2019,13545
domestic,Mahabubabad,March,2019,13490
domestic,Mahabubabad,April,2019,12980
domestic,Mahabubabad,May,2019,11970
domestic,Mahabubabad,June,2019,11460
domestic,Mahabubabad,July,2019,13470
domestic,Mahabubabad,August,2019,12190
domestic,Mahabubabad,September,2019,13210
domestic,Mahabubabad,October,2019,12260
domestic,Mahabubabad,November,2019,12470
domestic,Mahabubabad,December,2019,12360
foreign,Mahabubabad,January,2019,0
foreign,Mahabubabad,February,2019,0
foreign,Mahabubabad,March,2019,0
foreign,Mahabubabad,April,2019,0
foreign,Mahabubabad,May,2019,0
foreign,Mahabubabad,June,2019,0
foreign,Mahabubabad,July,2019,0
foreign,Mahabubabad,August,2019,0
foreign,Mahabubabad,September,2019,0
foreign,Mahabubabad,October,2019,0
foreign,Mahabubabad,November,2019,0
foreign,Mahabubabad,December,2019,0
foreign,Mahabubabad,January,2018,0
foreign,Mahabubabad,February,2018,0
foreign,Mahabubabad,March,2018,0
foreign,Mahabubabad,April,2018,0
foreign,Mahabubabad,May,2018,0
foreign,Mahabubabad,June,2018,0
foreign,Mahabubabad,July,2018,0
foreign,Mahabubabad,August,2018,0
foreign,Mahabubabad,September,2018,0
foreign,Mahabubabad,October,2018,0
foreign,Mahabubabad,November,2018,0
foreign,Mahabubabad,December,2018,0
foreign,Mahabubabad,October,2016,0
foreign,Mahabubabad,November,2016,0
foreign,Mahabubabad,December,2016,0
foreign,Mahabubabad,January,2016,0
foreign,Mahabubabad,February,2016,0
foreign,Mahabubabad,March,2016,0
foreign,Mahabubabad,April,2016,0
foreign,Mahabubabad,May,2016,0
foreign,Mahabubabad,June,2016,0
foreign,Mahabubabad,July,2016,0
foreign,Mahabubabad,August,2016,0
foreign,Mahabubabad,September,2016,0
foreign,Mahabubabad,January,2017,0
foreign,Mahabubabad,February,2017,0
foreign,Mahabubabad,March,2017,0
foreign,Mahabubabad,April,2017,0
foreign,Mahabubabad,May,2017,0
foreign,Mahabubabad,June,2017,0
foreign,Mahabubabad,July,2017,0
foreign,Mahabubabad,August,2017,0
foreign,Mahabubabad,September,2017,0
foreign,Mahabubabad,October,2017,0
foreign,Mahabubabad,November,2017,0
foreign,Mahabubabad,December,2017,0
domestic,Mahbubnagar,January,2016,577071
domestic,Mahbubnagar,February,2016,1312068
domestic,Mahbubnagar,March,2016,1731983
domestic,Mahbubnagar,April,2016,622432
domestic,Mahbubnagar,May,2016,571898
domestic,Mahbubnagar,June,2016,561006
domestic,Mahbubnagar,July,2016,562322
domestic,Mahbubnagar,August,2016,1133105
domestic,Mahbubnagar,September,2016,567712
domestic,Mahbubnagar,October,2016,198592
domestic,Mahbubnagar,November,2016,256375
domestic,Mahbubnagar,December,2016,210202
domestic,Mahbubnagar,January,2017,446135
domestic,Mahbubnagar,February,2017,805392
domestic,Mahbubnagar,March,2017,178256
domestic,Mahbubnagar,April,2017,208694
domestic,Mahbubnagar,May,2017,214209
domestic,Mahbubnagar,June,2017,179210
domestic,Mahbubnagar,July,2017,179099
domestic,Mahbubnagar,August,2017,215229
domestic,Mahbubnagar,September,2017,180675
domestic,Mahbubnagar,October,2017,196103
domestic,Mahbubnagar,November,2017,259060
domestic,Mahbubnagar,December,2017,426167
domestic,Mahbubnagar,January,2018,156153
domestic,Mahbubnagar,February,2018,788083
domestic,Mahbubnagar,March,2018,166863
domestic,Mahbubnagar,April,2018,196061
domestic,Mahbubnagar,May,2018,193478
domestic,Mahbubnagar,June,2018,165553
domestic,Mahbubnagar,July,2018,161841
domestic,Mahbubnagar,August,2018,169154
domestic,Mahbubnagar,September,2018,167833
domestic,Mahbubnagar,October,2018,193152
domestic,Mahbubnagar,November,2018,295910
domestic,Mahbubnagar,December,2018,198227
domestic,Mahbubnagar,January,2019,168082
domestic,Mahbubnagar,February,2019,798949
domestic,Mahbubnagar,March,2019,173658
domestic,Mahbubnagar,April,2019,183268
domestic,Mahbubnagar,May,2019,175202
domestic,Mahbubnagar,June,2019,175853
domestic,Mahbubnagar,July,2019,100398
domestic,Mahbubnagar,August,2019,104787
domestic,Mahbubnagar,September,2019,141387
domestic,Mahbubnagar,October,2019,130227
domestic,Mahbubnagar,November,2019,234066
domestic,Mahbubnagar,December,2019,148938
foreign,Mahbubnagar,January,2016,123
foreign,Mahbubnagar,February,2016,126
foreign,Mahbubnagar,March,2016,103
foreign,Mahbubnagar,April,2016,75
foreign,Mahbubnagar,May,2016,58
foreign,Mahbubnagar,June,2016,68
foreign,Mahbubnagar,July,2016,63
foreign,Mahbubnagar,August,2016,86
foreign,Mahbubnagar,September,2016,74
foreign,Mahbubnagar,October,2016,37
foreign,Mahbubnagar,November,2016,29
foreign,Mahbubnagar,December,2016,26
foreign,Mahbubnagar,January,2017,42
foreign,Mahbubnagar,February,2017,39
foreign,Mahbubnagar,March,2017,38
foreign,Mahbubnagar,April,2017,39
foreign,Mahbubnagar,May,2017,41
foreign,Mahbubnagar,June,2017,43
foreign,Mahbubnagar,July,2017,42
foreign,Mahbubnagar,August,2017,44
foreign,Mahbubnagar,September,2017,54
foreign,Mahbubnagar,October,2017,47
foreign,Mahbubnagar,November,2017,49
foreign,Mahbubnagar,December,2017,42
foreign,Mahbubnagar,January,2018,45
foreign,Mahbubnagar,February,2018,29
foreign,Mahbubnagar,March,2018,28
foreign,Mahbubnagar,April,2018,26
foreign,Mahbubnagar,May,2018,26
foreign,Mahbubnagar,June,2018,26
foreign,Mahbubnagar,July,2018,47
foreign,Mahbubnagar,August,2018,44
foreign,Mahbubnagar,September,2018,52
foreign,Mahbubnagar,October,2018,37
foreign,Mahbubnagar,November,2018,68
foreign,Mahbubnagar,December,2018,26
foreign,Mahbubnagar,January,2019,45
foreign,Mahbubnagar,February,2019,29
foreign,Mahbubnagar,March,2019,28
foreign,Mahbubnagar,April,2019,34
foreign,Mahbubnagar,May,2019,20
foreign,Mahbubnagar,June,2019,28
foreign,Mahbubnagar,July,2019,47
foreign,Mahbubnagar,August,2019,44
foreign,Mahbubnagar,September,2019,34
foreign,Mahbubnagar,October,2019,37
foreign,Mahbubnagar,November,2019,68
foreign,Mahbubnagar,December,2019,26
domestic,Mancherial,January,2016,18068
domestic,Mancherial,February,2016,18068
domestic,Mancherial,March,2016,18068
domestic,Mancherial,April,2016,18068
domestic,Mancherial,May,2016,18068
domestic,Mancherial,June,2016,18068
domestic,Mancherial,July,2016,18068
domestic,Mancherial,August,2016,18068
domestic,Mancherial,September,2016,18068
domestic,Mancherial,October,2016,3124
domestic,Mancherial,November,2016,2255
domestic,Mancherial,December,2016,2423
domestic,Mancherial,January,2017,2937
domestic,Mancherial,February,2017,3130
domestic,Mancherial,March,2017,2775
domestic,Mancherial,April,2017,1513
domestic,Mancherial,May,2017,1424
domestic,Mancherial,June,2017,2119
domestic,Mancherial,July,2017,33591
domestic,Mancherial,August,2017,26104
domestic,Mancherial,September,2017,24297
domestic,Mancherial,October,2017,37671
domestic,Mancherial,November,2017,25737
domestic,Mancherial,December,2017,30328
domestic,Mancherial,January,2018,71955
domestic,Mancherial,February,2018,38599
domestic,Mancherial,March,2018,20749
domestic,Mancherial,April,2018,38483
domestic,Mancherial,May,2018,26179
domestic,Mancherial,June,2018,31667
domestic,Mancherial,July,2018,27937
domestic,Mancherial,August,2018,31861
domestic,Mancherial,September,2018,23141
domestic,Mancherial,October,2018,30740
domestic,Mancherial,November,2018,25197
domestic,Mancherial,December,2018,31496
domestic,Mancherial,January,2019,18420
domestic,Mancherial,February,2019,26325
domestic,Mancherial,March,2019,16253
domestic,Mancherial,April,2019,23026
domestic,Mancherial,May,2019,26616
domestic,Mancherial,June,2019,24593
domestic,Mancherial,July,2019,22303
domestic,Mancherial,August,2019,21191
domestic,Mancherial,September,2019,24079
domestic,Mancherial,October,2019,20867
domestic,Mancherial,November,2019,29302
domestic,Mancherial,December,2019,16835
foreign,Mancherial,January,2019,0
foreign,Mancherial,February,2019,0
foreign,Mancherial,March,2019,0
foreign,Mancherial,April,2019,0
foreign,Mancherial,May,2019,0
foreign,Mancherial,June,2019,0
foreign,Mancherial,July,2019,0
foreign,Mancherial,August,2019,0
foreign,Mancherial,September,2019,0
foreign,Mancherial,October,2019,0
foreign,Mancherial,December,2019,0
foreign,Mancherial,January,2018,0
foreign,Mancherial,February,2018,0
foreign,Mancherial,March,2018,0
foreign,Mancherial,April,2018,0
foreign,Mancherial,May,2018,0
foreign,Mancherial,June,2018,0
foreign,Mancherial,July,2018,0
foreign,Mancherial,August,2018,0
foreign,Mancherial,September,2018,0
foreign,Mancherial,October,2018,0
foreign,Mancherial,November,2018,0
foreign,Mancherial,December,2018,0
foreign,Mancherial,October,2016,0
foreign,Mancherial,November,2016,0
foreign,Mancherial,December,2016,0
foreign,Mancherial,January,2016,0
foreign,Mancherial,February,2016,0
foreign,Mancherial,March,2016,0
foreign,Mancherial,April,2016,0
foreign,Mancherial,May,2016,0
foreign,Mancherial,June,2016,0
foreign,Mancherial,July,2016,0
foreign,Mancherial,August,2016,0
foreign,Mancherial,September,2016,0
foreign,Mancherial,January,2017,0
foreign,Mancherial,February,2017,0
foreign,Mancherial,March,2017,0
foreign,Mancherial,April,2017,0
foreign,Mancherial,May,2017,0
foreign,Mancherial,July,2017,0
foreign,Mancherial,August,2017,0
foreign,Mancherial,September,2017,0
foreign,Mancherial,October,2017,0
foreign,Mancherial,November,2017,0
foreign,Mancherial,December,2017,0
foreign,Mancherial,June,2017,0
foreign,Mancherial,November,2019,10
domestic,Medak,January,2016,92600
domestic,Medak,February,2016,215000
domestic,Medak,March,2016,1318000
domestic,Medak,April,2016,300000
domestic,Medak,May,2016,198000
domestic,Medak,June,2016,166700
domestic,Medak,July,2016,153300
domestic,Medak,August,2016,216100
domestic,Medak,September,2016,132600
domestic,Medak,October,2016,15600
domestic,Medak,November,2016,132300
domestic,Medak,December,2016,523000
domestic,Medak,January,2017,523000
domestic,Medak,February,2017,543321
domestic,Medak,March,2017,548535
domestic,Medak,April,2017,554864
domestic,Medak,May,2017,556891
domestic,Medak,June,2017,561469
domestic,Medak,July,2017,575300
domestic,Medak,August,2017,632830
domestic,Medak,September,2017,696113
domestic,Medak,October,2017,765724
domestic,Medak,November,2017,842296
domestic,Medak,December,2017,926526
domestic,Medak,January,2018,100000
domestic,Medak,February,2018,1000000
domestic,Medak,March,2018,600000
domestic,Medak,April,2018,200000
domestic,Medak,May,2018,300000
domestic,Medak,June,2018,500000
domestic,Medak,July,2018,150000
domestic,Medak,August,2018,50000
domestic,Medak,September,2018,100000
domestic,Medak,October,2018,300000
domestic,Medak,November,2018,200000
domestic,Medak,December,2018,400000
domestic,Medak,January,2019,400000
domestic,Medak,February,2019,600000
domestic,Medak,March,2019,1000000
domestic,Medak,April,2019,650000
domestic,Medak,May,2019,400000
domestic,Medak,June,2019,300000
domestic,Medak,July,2019,350000
domestic,Medak,August,2019,349900
domestic,Medak,September,2019,350400
domestic,Medak,October,2019,350000
domestic,Medak,November,2019,351560
domestic,Medak,December,2019,350710
foreign,Medak,January,2019,0
foreign,Medak,February,2019,0
foreign,Medak,March,2019,0
foreign,Medak,April,2019,0
